2023-04-10 23:36:11,607 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 607849, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:11,613 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 613991, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:36:11,613 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 613991, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:36:11,613 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 613991, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:36:11,613 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 613991, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:36:11,614 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 614989, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:11,614 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 614989, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:11,615 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 615985, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:11,615 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 615985, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:11,615 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 11, 615985, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:12,729 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 729102, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:12,730 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 730100, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:12,730 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 730100, tzinfo=datetime.timezone.utc), 'quantity': 2, 'buy_sell': 'BUY', 'price': 2}
2023-04-10 23:36:12,731 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 731098, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:36:12,731 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 731098, tzinfo=datetime.timezone.utc), 'quantity': 2, 'buy_sell': 'BUY', 'price': 2}
2023-04-10 23:36:12,732 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 731098, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:36:12,732 - root - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 36, 12, 732095, tzinfo=datetime.timezone.utc), 'quantity': 2000000, 'buy_sell': 'BUY', 'price': 2000}
2023-04-10 23:50:37,912 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 912370, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,913 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 913367, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,914 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 914365, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,914 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 914365, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,915 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 915362, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,916 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 916360, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,916 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 916360, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,916 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 916360, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,917 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 917357, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,917 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 917357, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,918 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 918353, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:37,919 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 919230, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:37,919 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 919230, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:37,920 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 920540, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:37,921 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 921534, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:37,922 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 922532, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,923 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 922532, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,923 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 923530, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,923 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 923530, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:37,923 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 37, 923530, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:39,060 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 60687, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:39,067 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 67666, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:39,072 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 72354, tzinfo=datetime.timezone.utc), 'quantity': 2, 'buy_sell': 'BUY', 'price': 2}
2023-04-10 23:50:39,079 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 79335, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:39,080 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 80334, tzinfo=datetime.timezone.utc), 'quantity': 2, 'buy_sell': 'BUY', 'price': 2}
2023-04-10 23:50:39,087 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 87321, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:39,089 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 39, 89309, tzinfo=datetime.timezone.utc), 'quantity': 2000000, 'buy_sell': 'BUY', 'price': 2000}
2023-04-10 23:50:44,777 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 777916, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,781 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 781663, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,781 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 781663, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,781 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 781663, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,782 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 782660, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,783 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 783655, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,783 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 783655, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,783 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 783655, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,784 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 784651, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,784 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 784651, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,784 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 784651, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:44,784 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 784651, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:44,784 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 784651, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:44,785 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 785648, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:44,785 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 785648, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:44,785 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 785648, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,785 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 785648, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,786 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 786646, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,786 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 786646, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:44,786 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 44, 786646, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:45,911 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 910978, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:45,920 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 920206, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:45,921 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 921204, tzinfo=datetime.timezone.utc), 'quantity': 2, 'buy_sell': 'BUY', 'price': 2}
2023-04-10 23:50:45,925 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 925195, tzinfo=datetime.timezone.utc), 'quantity': 1, 'buy_sell': 'BUY', 'price': 1}
2023-04-10 23:50:45,926 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 926192, tzinfo=datetime.timezone.utc), 'quantity': 2, 'buy_sell': 'BUY', 'price': 2}
2023-04-10 23:50:45,929 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 929181, tzinfo=datetime.timezone.utc), 'quantity': 1000000, 'buy_sell': 'BUY', 'price': 1000}
2023-04-10 23:50:45,930 - stock_market - INFO - Recorded trade: {'timestamp': datetime.datetime(2023, 4, 10, 22, 50, 45, 930182, tzinfo=datetime.timezone.utc), 'quantity': 2000000, 'buy_sell': 'BUY', 'price': 2000}
